Expression_ID,Expression,Level_ID,Topic_ID,Language_ID
12546,We make small boat for ancestors' soul and float on the river.,108,455,66
12547,A few days ago I heard about halloween from the native speaker.,108,455,70
12548,While the children are taking chocolate- their parents get party.,108,455,70
12550,They display like ghost even though they are adult.,108,455,70
12551,I have a friends who have good sense for ghost or like soul.,108,455,66
12553,"I just sense absolutely ""This is girl.""",108,455,66
12554,I think just thirty seconds- but I feel more.,108,455,66
12555,Then everybody laughing.,108,455,66
12556,While he was sleeping in the midnight- he saw black dogs.,108,455,70
12557,The leg of black dog put his heart.,108,455,70
12559,At what time this happened for you?,108,455,5
12560,It's usually happen in the afternoon.,108,455,5
12561,I agree in this point - about money.,108,455,66
12562,When we were sleeping I noticed that pillows are moving round - change places.,108,455,5
12563,Was it the people?,108,455,66
12564,"I shout ""get out of here!""",108,455,66
12565,"This white one- we call it ""devil's daughter.""",108,455,5
12566,We have special TV show.,108,531,66
12567,For how much?,108,531,5
12568,My grandparents gave me 100 dollar.,108,531,66
12569,My cousin or relation come to see my family- and we're going to talk about our life in this New Year.,108,531,66
12570,We don't have to sleep the 31st.,108,531,66
12571,We have special show who is the Japanese best singer.,108,531,66
12572,"We have two special holidays- it's called ""Eids"".",108,531,5
12573,Fast- that's mean we don't have to eat.,108,531,5
12574,From the dawn to evening when the sun goes down- you can't eat.,108,531,5
12575,This celebration because you say thanks to God for this month.,108,531,5
12576,In my country it's long time.,108,531,5
12577,We have to wake up at 4:00 in order to pray at mosque.,108,531,5
12578,So how long to you pray this day?,108,531,122
12579,But you said whole the month.,108,531,66
12580,Do you have?,108,531,66
12581,In December 24th is a holiday.,108,531,122
12582,Becuase it's Catholic religion.,108,531,122
12584,Yeah- I think just only December 24th.,108,531,122
12585,My father told me to give them money- I don't give them- I just keep it.,108,531,5
12586,These days we use copy machine.,108,531,66
12587,He knows that I don't have to eat- so he was teasing me.,108,531,5
12589,Most of Japanese don't think that our holidays are important.,108,531,66
12590,"This is ""good""- deshyoo?",108,530,66
12591,If there are two twins- if you punch someone- the other one feel it.,108,530,5
12592,No- I don't think.,108,530,122
12593,The only difference between them- their walking.,108,530,5
12594,This is just difference.,108,530,5
12595,We could find difference between them by this way.,108,530,5
12596,The one who is born the first- she is younger.,108,530,122
12597,Just only I'm asking you.,108,530,122
12598,When I was in junior high- I know two girls- they are twins- and they are very quiet than I am.,108,530,66
12599,I have never seen they are talking during school days.,108,530,66
12600,Why don't you talk each other during school days.,108,530,66
12601,Just I don't want to talk.,108,530,66
12602,But in the house- they talk a lot- she said.,108,530,66
12603,Six or seven months before I was born- doctor took X-ray.,108,530,66
12604,She didn't want to birth it.,108,530,66
12605,How many factor we have?,108,530,66
12606,How do you call this kind of twins?,108,530,66
12607,And then her mom didn't talk about he was Siamese twins before he came here.,108,530,66
12608,My parents were afraid my son is going to die in America.,108,530,66
12609,No but this not what I said.,108,530,5
12610,He stayed at hospital until (his friend) died.,108,530,66
12611,I will show you a video and then you will discuss about it.,108,523,5
12612,They were good friends- but then they get some problems between them.,108,523,5
12614,You know- Tupac he always made a discrimination between East coast and West coast.,108,523,5
12615,All Tupac's songs- bad words.,108,523,5
12616,I didn't hear rap music.  Just only I don't like.,108,523,122
12617,I don't know exactly.,108,523,66
12618,Sometimes you see some discriminations between groups of people.,108,523,5
12619,The dsicrimination that white people did to black people before- so now black people will do it to white people.,108,523,5
12620,But why they always talk about bad words?,108,523,122
12621,They do it not just in music but also in their talking.,108,523,5
12622,For example- Tupac has tatoo in his back.,108,523,5
12623,When I went to the music last week- they said there is a new Tupac CD.,108,523,5
12624,So- pop or anything except for rap.,108,523,66
12625,One (category) is social problem.,108,523,66
12627,I think Tupac was killed by manager or something.,108,523,66
12628,What are the ways do you think to decrease the spread of crimes?,108,178,5
12629,When he get out of the prison- if he do crimes again- then he go to the prison forever.,108,178,5
12630,It's OK- we are moving.,108,178,122
12631,Especially which crimes is high rate?,108,178,70
12632,Drugs became very popular these days.,108,178,5
12633,If some country which doesn't have enough money has many criminals.,108,178,66
12634,But I think why developed country has many criminals because other poeple come Japan to make money.,108,178,66
12635,Just only one ounce- $200?,108,178,122
12636,Our country peoples are very suppressed.,108,178,70
12637,She hit the boy by car and run.,108,178,66
12638,The most famous crime in my country I think drugs and alcohol.,108,178,5
12640,So if someone drunk an alcohol- they would go to jail?,108,178,5
12642,They almost fight- like young kids- but now they use like guns amd knife.,108,178,66
12643,"Like ""I slashed someone-"" just they proud.",108,178,66
12644,Fifteen years or sixteen years boys- also girls.,108,178,66
12645,And then why low?,108,178,66
12646,I'm living in the dorm- so I have to take meal plan.,108,12,66
12647,I'm already living three months- and actually- I'm getting tired of COG food.,108,12,66
12648,We have a cooker in Bishop white- she's American.,108,12,122
12649,It's different from country food.,108,12,122
12650,Yesterday I went to Chinese food restaurant.,108,12,66
12651,"I talked to my friends I miss ""ramen"".",108,12,66
12652,"She asked me that noodles or ""sushi""- which food do you really miss?",108,12,66
12653,You are a good cooks?,108,12,5
12654,Is usually in Colombia we eat.,108,12,122
12655,In the UAE is the camel's meat the main meat?,108,12,66
12656,Last night I ate the curry we cook.,108,12,66
12657,I hate hamburger.,108,12,66
12658,In the first two weeks or three weeks since I came here- I ate hamburger chicken a lot.,108,12,66
12659,In Columbia (tortilla) is more bigger than Mexico.,108,12,122
12660,I always eat breakfast a lot because I can't endure appetite.,108,12,66
12661,"Among of these categories- most interesting is ""special food"".",108,12,70
12662,Whenever she had curry- she usually put curry into his pocket.,108,12,70
12663,"The first is ""hobby"".",108,12,122
12664,In my country- the most important meal is the breakfast- because it more strng than in the United States.,108,12,66
12665,I have four questions about the poverty.,108,914,122
12666,So- discuss about these questions if you want.,108,914,122
12667,Like there's not enough things for all the people in the country.,108,914,5
12668,If you are a student from UAE- you get each month an allowance.,108,914,5
12669,When I get old- I can get money from government.,108,914,66
12670,Some people thought if the homeless need money- they should find a job.,108,914,66
12671,If they can't get good education or job- they can't get money.,108,914,66
12672,The economic in Colombia is no good.,108,914,122
12673,If you don't have money you have to become a criminal- for example stole something.,108,914,122
12674,The cost of the everything.,108,914,66
12675,I don't say the education is only the important thing.,108,914,66
12676,the reason of poverty,108,914,66
12677,If they lived in America- then they are not poverty.,108,914,66
12678,It's old old story about when we had four kind of level.,108,914,66
12679,In the case of in Japan- I pay $3 or $4.,108,914,66
12680,Our class is different from class which we have our own country.,108,516,66
12681,So we can pick up differences in our educational style.,108,516,66
12682,So we gonna have Japanes class- UAE class- Columbia- Korea...,108,516,66
12683,So when we have Japanese class- all of us should participate or..?,108,516,5
12684,So we need teacher- right?,108,516,66
12685,Nani?,108,516,66
12686,How can explain?,108,516,122
12687,So we need computer- Small Talk...,108,516,122
12688,You became interested in our speech.,108,516,5
12689,I can't understand what do you want.,108,516,122
12690,Ah- so we're going to take place like small talk.,108,516,66
12691,You're getting red.  Are you OK?,108,516,66
12692,But last graduation we did.,108,516,66
12693,If the principal sees the teacher who is sitting down- he will scold him.,108,516,70
12694,If I were gay- do you wanna be with me or you don't wanna be with me?,108,517,66
12695,A TV company collect 50 gay people.,108,517,66
12696,I don't care.,108,517,66
12697,I think it's good idea to live together if they feel comfortable.,108,517,66
12698,They can live together without do this kind of thing.,108,517,5
12699,You can't touch woman.,108,517,66
12700,Just they don't come out- even though UAE people are gay.,108,517,66
12701,There are many homosexuality.,108,517,5
12702,I think it's opposite way- not the right way.,108,517,5
12703,"I heard in Japan if the person confess ""I am gay"" he will got fired.",108,517,66
12704,If he didn't bad effect to company- the company shouldn't fire him.,108,517,66
12705,Sometimes I thought the family is like mom and dad and children,108,517,66
12706,If my parents were both woman- since I was born- I was raised by them.,108,517,66
12707,the difference between in the UAE and Japan,108,517,66
12708,Our answer is because of religion.,108,517,66
12709,They not supposed to touch women- but to be homosexual is not also acceptable.,108,517,66
12710,Two of use were agree and the others were disagree.,108,517,66
12712,One is pro or con about to be homosexual.,108,517,66
12713,How did you fix- I mean how did you come back to normal?,108,517,66
12714,I was used to be a lesbian.,108,517,66
12715,Gays and lesbians got descrimination.,108,517,70
12716,Our suggestion we have to hand in James today.,108,516,66
12717,Just as for example.,108,516,66
12718,Is it going to be fun?,108,516,66
12719,Someone translate?,108,516,66
12720,Can you join?,108,516,66
12721,We can take movie I think one day.,108,516,66
12722,So we will pretend each country's class.,108,516,66
12723,We will not mention that problem- just another problem.,108,516,5
12724,In case of in UAE....,108,516,66
12725,That's the point: James doesn't know about UEA class- so he's going to upset.,108,516,66
12726,The students act the teacher.,108,516,66
12727,When the teacher is speaking- the students is sometimes ignore the teacher.,108,516,122
12728,You should write our brainstorms everything on the board.,108,516,70
12729,Naoto is going to be James and goes to each country.,108,516,66
12740,art--draw picture,103,914,66
12744,OK- I ask you.,103,914,83
12746,Designs house or road.,103,914,66
12760,I can't explain because too difficult.,103,914,66
12761,Almost people don't understand.,103,914,66
12762,My mother makes kimono.,103,914,66
12791,I'm confuse because everything song.,103,914,66
12801,My host mother pick my host brother up.,103,914,66
12802,Next- my host mother pick me up.,103,914,66
12803,I'm studying drive license.,103,914,66
12805,I sometimes cook a own.,103,914,66
12809,Usually they are nobody home Saturday and Sunday afternoon.,103,914,66
12810,He go to many place.,103,914,66
12811,He go with his host father or host mother.,103,914,66
12812,They have to go before one hour.,103,914,66
12840,My country traditional food is,103,914,66
12853,The travel company is more cheap- maybe four hundred dollars.,103,914,66
12856,Most people go in Kyoto.,103,914,66
12857,Kyoto is more cheap than Tokyo.,103,914,66
12861,For example- is a mountain. Is a place under the mountain.,103,914,122
12864,Does your country have a train or bus?,103,914,66
12865,My country- train is running on road.,103,914,66
12867,How long did you visit in Kyoto?,103,914,66
12868,What is place do you most like?,103,914,66
12869,OK- is time.,103,914,122
12871,When I go to bathroom- when I finish wash my hand- I need something.,103,914,66
12880,Main people name?,103,914,66
12897,On the 16th I get a t.v. cable- but I don't have now.,103,914,66
12910,All dogs is white?,103,914,66
12911,My host family poodle.,103,914,66
12917,Kind of mouse- not kind of pig.,103,914,66
12918,Sometimes- dog eat catfood- and cat eat dogfood.,103,914,66
12921,Sometimes I saw the other family have a bird-but they don't have the bird cage.,103,914,83
12925,If you go to grocery store- you can look bird seed.,103,914,66
12929,Cat always come to in my room- every night.,103,914,66
12932,If dog is jump- then almost same high.,103,914,66
12933,Today's topic is about future.,103,914,66
14049,First- I told her something like bad thing.,107,914,83
14050,My parents also very strict.,107,914,70
14051,It can have bad side.,107,914,70
14052,Saif have two brothers.,107,914,70
14053,You didn't say like that.,107,914,66
14054,Can you speak more louder?,107,914,66
14055,My mother very serious.,107,914,83
14056,I don't kow how to know what time it is.,107,914,83
14057,She didn't know how to see the time.,107,914,122
14058,"What ""simple"" mean?",107,914,83
14059,They are so nice people.,107,914,66
14060,I'm sure they like me so much.,107,914,66
14061,I think if I have a children- I gonna (going to) grow up.,107,914,66
14062,Old Korean families...but these day,107,914,70
14063,I think it's not unique to the Korean.,107,914,66
14064,In the case of France- they don't want to have any child.,107,914,70
14065,What are you going to do if your wife got pregnant.,107,914,70
14066,You gonna (going to) make her abortion?,107,914,66
14067,He doesn't have family.,107,914,66
14068,They make me came in America.,107,914,5
14069,She is a good for you.,107,914,5
14070,How many children can you have?,107,914,83
14071,When I was high school student...,107,914,83
14072,My mother was worried about me became a bad girl.,107,914,83
14073,Sometimes smokng.,107,914,83
14074,My mother was so angry for me.,107,914,83
14075,We talking about family for happiness and future family.,107,914,66
14076,He wants to be have babies.,107,914,66
14077,We wants to have a baby.,107,914,66
14078,In our group- we talk about America families.,107,914,70
14079,American family is not strict.,107,914,70
14080,Our parents don't want me to go out late.,107,914,70
14081,We talk about that.,107,914,70
14082,I asked about he entertain his city.,107,914,122
14083,It's kind of concert hall?,107,914,66
14084,How do you spend your spare time?,107,914,70
14085,Fat and he changed to thin?,107,914,83
14086,What are the most important things in enjoying life.,107,914,70
14087,He thought best life was happiness?,107,914,66
14088,What does mean happiness for him?,107,914,66
14089,He just 18 or 19 years old.,107,914,83
14090,Her mother is Vietnamese; she likes hiking by bicycle.,107,914,70
14091,She likes go see the movie sometime.,107,914,70
14092,She likes go shopping to the mall.,107,914,70
14093,If she doesn't have any plan to go outside- she usually read a book.,107,914,70
14094,What does ordinary American do during spare time?,107,914,66
14095,Swan is not ugly.,107,914,66
14097,(They like) watching movie.,107,914,66
14098,I usually very nervous.,107,914,70
14099,I'm very enjoying.,107,914,70
14100,Our group divided four categories;  why- where- opinions and.....,107,914,70
14101,Why do you spend like that?,107,914,70
14102,You want?,107,914,66
14103,We just focus on how Americans do during their spare time.,107,914,66
14104,Most people focus on sport like hiking or fishing.,107,914,66
14105,She asked her friend about amusement part.,107,914,66
14106,That's our great surprise.,107,914,66
14107,Our group containing Tamaki...,107,914,70
14108,They sound like cliche'.,107,914,70
14109,Their have the watching T.V.- ski9ing- playing sports.,107,914,70
14110,Interesting is this is made by Saif.,107,914,70
14111,He met American guy-.,107,914,70
14112,He like to tease a girl.,107,914,70
14113,He trying to bother...,107,914,5
14114,She research something,107,914,5
14115,"Did you see the movie ""Evita?""",107,914,70
14116,Katy met an American girl in library.,107,914,70
14117,I want to say why I choose this topic for my small talk topic.,107,914,83
14119,I choose Mellon.,107,914,83
14120,My best friend must understand me because we are best friend.,107,914,83
14121,He's character like Mellon.,107,914,83
14122,He no curse at me.,107,914,83
14123,(It means)..Say something bad for you in public.,107,914,83
14124,I choose Mellon too.,107,914,122
14126,sometimes- he felt superior over other people.,107,914,122
14127,He have money.,107,914,122
14128,We can divide our friends into three or 4 meaning.,107,914,70
14129,When I was fourth grade...,107,914,66
14130,Our hobby became different.,107,914,66
14131,Now- we were different.,107,914,66
14132,Doyou write letter to her?,107,914,83
14133,I would choose two these kind of friend.,107,914,83
14134,Everyone has different character.,107,914,83
14135,I have a person who is enjoyment.,107,914,66
14136,I can have fun time with them.,107,914,66
14137,Maybe- I think so.,107,914,66
14138,I like a person who is helpful for each other.,107,914,66
14139,I know some people who is quiet and funny.,107,914,5
14140,Yesterday- I thought about the brown nose.,107,914,70
14141,It is long story-.,107,914,66
14142,Very difficult topic toay.,107,914,66
14143,What do you think is sacrifice is necessary for best friend.,107,914,66
14144,I told my friend break off with each other.,107,914,70
14145,We met each other by music.,107,914,70
14146,What's are categories?,107,914,83
14147,Not complete!,107,914,66
14149,Are you interested in which kind of friend we choose?,107,914,83
14150,that's why he did choose Mr. Mellon.,107,914,5
14151,I want you to elect leaders of your group.,107,914,70
14153,In my case- I don't know much about the abortion.,107,914,5
14154,I have every studied.   I have discussed about abortion.,107,914,66
14155,Unfortunately- she got to be pregant,107,914,66
14156,They has a life- must not kill.,107,914,70
14157,Before baby- fetus.,107,914,70
14158,My mother must be pregnant and pregnant again until have son.,107,914,83
14159,It's not Japanese case.,107,914,66
14160,Our emperor have t have a son.,107,914,66
14161,The abortion is illegal.,107,914,122
14162,The rich people just can do it.,107,914,122
14163,They can go to the U.S. to make an abortion,107,914,122
14164,If I already have a husband- I don't think he gonna (going to) say too many kids- let's have abortion.,107,914,66
14165,If you pregnant- what would you do?,107,914,66
14166,I think I gonna (going to) keep it.,107,914,66
14167,How about legal aspect?,107,914,66
14168,The doctors can distinct between boy and girl by sonic.,107,914,70
14169,Doctors help women to have an abortion.,107,914,70
14170,In your country-prefer son better than daughter.,107,914,70
14171,This is sinner in front of God.,107,914,70
14172,The first son has the most powerful in the family.,107,914,70
14173,In Japan- your last name important?,107,914,70
14174,Sons take the family name.,107,914,70
14175,The family name is one of big name.,107,914,70
14176,The abortion is able it depends which case.,107,914,122
14177,It depends on cases.,107,914,66
14178,She's not able to have babies again.,107,914,122
14179,If the mother were raped- the baby would not have to born.,107,914,66
14180,On the other hand- in case of Korea- they choose boys more than girls.,107,914,66
14181,The son is symbol of power.,107,914,70
14182,We just have one or two babies.,107,914,70
14183,The baby so expensive to grow up.,107,914,70
14184,We each against or for abortion.,107,914,66
14185,Women has a right to give birth.,107,914,66
14186,Abortion is a kind of women's rights.,107,914,66
14187,Do you think abortion is only woman's fault?,107,914,66
14188,I completely misunderstand.,107,914,66
14189,They consider about the child.,107,914,5
14190,People who against abortion are...,107,914,70
14191,There is no problems on abortion.,107,914,70
14192,Women doesn't sexual relation with the man.,107,914,70
14193,Abortion is not problem in U.A.E.,107,914,70
14194,But these day- abortion is often from legal relationship.,107,914,70
14195,We have limited time to talk about the abortion.,107,914,70
14196,Some people are arguing the rights of women.,107,914,70
14197,The time is until 9:15.,107,914,66
14198,Let me give a chance to hear your opinion.,107,914,70
14199,Japanese and American very different language- thinking- sense of humor.,107,914,66
14200,They don't care about other culture.,107,914,66
14201,Everyone make American friend here.,107,914,66
14202,Do you think so?,107,914,66
14203,They like to hear other opinion and other thought.,107,914,66
14204,You should talk more louder.,107,914,66
14205,How long have you met your Japanese friend in Japan?,107,914,70
14206,She was always staring me.,107,914,66
14207,Do you think I look like a stuck-up or snobby?,107,914,66
14208,You are fashionable woman.,107,914,83
14209,Like...older woman is very kind to men- but same age- no.,107,914,66
14210,I never think about it.,107,914,83
14211,I think ESL students doesn't have...,107,914,66
14212,Do you want to make friendship with American people?,107,914,66
14213,How have you tried to make friend with American people?,107,914,66
14214,If you live out of campus- how do yo make American friends?,107,914,122
14215,At that time- how did you do to make American friend?,107,914,66
14216,Originally- American are very talkative.,107,914,66
14217,How can we make friendship with opposite sex.,107,914,66
14218,He told me if I wanted to meet all his friends- he introduced  with his friends.,107,914,122
14219,He has introduced to me their other friends.,107,914,122
14220,Do you think what's the solution?,107,914,66
14221,Before I have lived in dormitory- but my roommate was Japanese girl.,107,914,66
14222,It's very expensive- so I went out.,107,914,66
14223,He's attending at law school.,107,914,70
14224,Katy- did you finish?,107,914,66
14225,Please make big circle.,107,914,66
14226,We can make some party.,107,914,83
14227,He said he live in a dormitory- only boys.,107,914,83
14228,He wanted to met female.,107,914,83
14229,Male tend to make male friend.,107,914,66
14230,We all agreed it's too easy to make American friends.,107,914,5
14231,Can you agree with me?,107,914,70
14232,"What's ""bright"" mean?",107,914,83
14233,I have a problem to make American female friend.,107,914,66
14234,You can talk anything you want.,107,914,70
14236,Is it comedy film?,107,914,5
14238,I envy Blues Brothers.  They do whatever they want.,107,914,66
14239,They are many slang and very fun.,107,914,66
14240,Is is Disney movie?,107,914,66
14242,They didn't have specific story.,107,914,122
14243,Much violence,107,914,70
14244,There's no sense.,107,914,122
14245,In Japan- the cost is 18 dollar.,107,914,66
14246,The industry of movie in Korea has developed for a short time.,107,914,66
14247,Especially- I love (it).,107,914,66
14248,The first time wonderfu- the second time...,107,914,83
14249,I'm also like Jim Kerry- like his actions.,107,914,66
14250,He's so funny guy!,107,914,66
14251,So- why the movies are important for you? Just to fun?,107,914,70
14252,In order to get an appreciate- I usually watching movies.,107,914,70
14253,That we watch sexual movies; this is illegal in Korea.,107,914,70
14254,A teacher cannot go home soon.,107,914,66
14256,Han Mu Lee like sex movie.,107,914,83
14258,Some couple lived together before marriage.,107,914,66
14259,Sometimes I find that they have a children.,107,914,66
14260,As I said- I'm agree with cohabitation.,107,914,70
14261,Parents still don't want to do like that.,107,914,70
14262,Problem is money.,107,914,83
14263,Like a synonym of moral collapse,107,914,70
14264,Too much love each other?>,107,914,70
14265,I would like the person who spoke the least in the group to give the evaluation.,107,914,66
14266,I think cohabitation is a controversial argument.,107,914,66
14267,Two people have not good feelig for cohabitation.,107,914,66
14268,Parents have responsibility to grow up babies.,107,914,66
14269,Nobody doesn't disagree with cohabitation itself.,107,914,66
14270,We need some responsibility.,107,914,66
14271,If a couple live together- there are some advantage and disadvantage.,107,914,83
14272,Sometimes couple they don't see every time.,107,914,83
14273,Life after marriage is more bored than cohabitation.,107,914,70
14274,Marriage is more bored than cohabitation.,107,914,66
14275,It's starting to more and more popular.,107,914,66
14276,In general- cohabitation is popular in big city.,107,914,83
14277,If male like to snore- the female will feel uncomfortable.,107,914,83
14278,Can snore be a trigger  of separating couple?,107,914,66
14279,How can we stop snore?,107,914,66
14280,If man don't want to wash dishes...,107,914,83
14281,In countryside it's not very modern city--if you live with your boyfriend- many people will talking about.,107,914,83
14282,We disagree about cohabitation.,107,914,83
14283,I think exchange is so good each person has their own opinion.,107,914,66
14284,Cohabitation is one of good opportunity.,107,914,66
14285,To divorce is not good thing for me.,107,914,66
14286,Do we have to need to have responsibility in cohabitation?,107,914,66
14287,Cohabitation represent some kind of....,107,914,70
14288,I don't agree with cohabitation.,107,914,70
14289,Before the cohabitation- we most of us need job.,107,914,70
14290,We need a house to live.,107,914,70
14291,We must decide some iron to live.,107,914,70
14292,Cohabitation is kind of training before marriage.,107,914,70
14293,We eat corn tortilla.,107,914,122
14294,You know flour tortilla?,107,914,122
14295,Do you know sushi?,107,914,66
14296,I think sushi is one of Japanese traditional food.,107,914,66
14297,If we think horse- we think the horse meat is hard to chew.,107,914,70
14298,This is a big prejudice against the food.,107,914,70
14299,If nobody tell you this is port...,107,914,83
14300,After he knew what it was- he just vomited.,107,914,70
14301,I'm thinking of cook's style will change in different places.,107,914,83
14302,It taste not very delicious.,107,914,83
14303,Chinese food in COG is too salty for me.,107,914,83
14304,The cook are not Japanese.,107,914,66
14305,They prefer go to next to Idaho.,107,914,122
14306,Can you explain to us typical Japanese food.,107,914,70
14307,That's why Japanese food is good for diet.,107,914,66
14308,Recently- Japan has a lot of American food.,107,914,66
14311,Each country has their own taste.,107,914,5
14313,Especially young peoples like...,107,914,66
14314,I decided to choose this topic because...,107,914,122
14315,I surprised by that.,107,914,5
14316,Are the people here is rich?,107,914,5
14317,Maybe you can't realize that because they are wearing poor clothes.,107,914,5
14318,I don't think poor people are able to join G. U.,107,914,5
14319,....so that they can be able to study.,107,914,5
14320,If poor people want to go to the private school- they can...,107,914,83
14322,What are you going to do after graduate from ESL?,107,914,83
14324,New session begins at June.,107,914,70
14325,What kind of major are you going to take?,107,914,66
14326,So if you go back to Korea- continue with your university?,107,914,83
14327,We have regular university.,107,914,122
14328,many pimple,107,914,83
14329,My partner doesn't talk to me; very boning.,107,914,66
14330,After finish ESL- I will go back to Japan and look for job.,107,914,66
14331,I have experience three graduation so far.,107,914,66
14332,First I want to study any kind of art.,107,914,66
14333,I'm going to go back Taiwan.,107,914,83
14334,I need go back country to get my visa.,107,914,83
14335,We talking about...,107,914,66
14336,He went to Japanese university.,107,914,66
14337,Every student has to have a beeper to help professor.,107,914,66
14338,After graduate university- we have to get good job.,107,914,66
14339,The other hand...,107,914,66
14340,They are study so hard...,107,914,66
14341,They just thinking about fashion.,107,914,66
14342,Each student different future.,107,914,66
14343,After graduate...,107,914,66
14344,I take a job interview when I was in 3 grade.,107,914,66
14345,Job is very big company.,107,914,66
14346,I choose study English.,107,914,66
14347,Point is what's the value of your life.,107,914,66
14348,I want to know difference of educational system.,107,914,66
14349,If both you and your husband have job- you will share?,108,515,83
14350,You know cooking.,108,914,66
14351,Their knowledge is old.,108,914,66
14352,I think I'll be lazy wife.,108,914,66
14353,What kind of husband do you like?,108,914,66
14354,My ideal spouse is kind- considerate- and thrift.,108,914,66
14355,I prefer he has hopes and goals.,108,515,83
14356,I really don't like a person who drinks- drugs- or smokes.,108,515,83
14357,I must force her to quit job.,108,914,66
14358,I know it's important thinkgs.,108,914,66
14359,Do you think your parents is your ideal spouse?,108,914,66
14360,(At the end of this year- he's going to retire from the army...) he always take care of us.,108,914,122
14361,He gave us economic support.,108,914,122
14362,He's interested in our problems.,108,914,122
14363,Is your mother just housewife?,108,914,66
14364,Do you want married like your mother?,108,914,66
14365,The only thing I like from my mother she really organize the money.,108,914,122
14366,You're like a smart person.,108,914,66
14367,They don't be allowed to do that.,108,914,66
14368,How do you think- for example- of American guys?,108,914,66
14369,So in your country- which age for getting married?,108,914,83
14370,How about study?,108,914,83
14371,He don't care about anything;  he will give her a kind of freedom.,108,914,5
14372,How many wife can you have?,108,914,122
14373,Everyone thinks about his own partner seriously before get married- so we have to choose correctly.,108,914,122
14374,We talked about relationship between couple.,108,914,122
14375,The husband have to interact with the children.,108,914,122
14376,Many people think about ideal spouse before they get married.,108,914,66
14377,High class people like good personality.,108,914,66
14378,They don't drink; they don't smoke; they don't have drug.,108,914,66
14379,My father doesn't smoke and drink.,108,515,83
14380,Your ideal husband is your father?,108,914,66
14381,Women want men expect to help themselves a lot- to share housework.,108,914,66
14382,Reality is men don't like housework.,108,914,66
14383,They sometimes cannot get married with ideal spouse.,108,914,66
14384,Even though you cannot get ideal spouse...,108,914,66
14385,What does mean compensation?,108,500,66
14386,Death penalty have some function to stop brutal crime.,108,500,66
14387,Such kind of brutal crime will be reduced.,108,500,66
14388,In some case- death penalty should be done.,108,500,70
14389,I heard something like the prison is so crowd.,108,500,70
14390,I think there is some crimes that the government should punish people for.,108,500,5
14391,If I have a family and someone kill my child-,108,500,5
14392,Japanese government has a death penalty- but they don't give death penalty to crime people.,108,500,66
14393,You mean government don't give death penalty to prisoner?,108,500,70
14394,I'm pro of death penalty in some cases.,108,500,122
14396,If it's your own fault- you gonna (going to) go to court.,108,500,66
14397,If a person steals little things- it's not fair.,108,500,122
14398,If someone steals something- they cut the hand.,108,500,122
14399,It depends what they did.,108,500,122
14400,Some criminals did something when they are in an unusual situation.,108,500,66
14401,Even though there are many countries which have death penalty...,108,500,70
14402,It's depends on state.  Maybe 40 states have deathy penalty.,108,500,66
14403,Texas and Florida is the leading states.,108,500,66
14404,They worried about annual cost.,108,500,70
14405,I choose controversial issue  just for or against.,108,500,66
14406,Do you remember what did you say?,108,500,66
14407,Did you finish check-in?,108,500,66
14408,It's not a good way of punishment.,108,500,83
14409,Yuko agree death penalty.,108,500,83
14410,If people do something bad and she don't want victim to come back...,108,500,83
14411,Even though they are released from jail- they will still do something bad.,108,914,83
14412,We think in two ways.,108,500,70
14413,One of the cases is victim life.,108,500,70
14414,If somebody kills the victim- we should kill for the death.,108,500,70
14415,By the death penalty- the rate of crime is getting down.,108,500,70
14416,In Arabic- they gave death penalty for the murder- the rapist- and drug dealers.,108,500,70
14417,Yukari doesn't agree the death penalty.,108,500,70
14418,They are enoughly punished.,108,500,66
14419,In Arabic countries- how the criminal would be punished?,108,500,66
14420,Even though there are many opinions about death penalty- these questions are not solved in a year.,108,500,70
14421,The people who are for death penalty argue and present some situation.,108,500,70
14422,This is very hot issues.,108,500,70
14423,You look like so tired.,108,500,66
14424,The reason why I choose this topic I want to have a controversial discussion- for or against.,108,500,66
14425,He is in dilemma.,108,500,66
14426,He don't know what to do.,108,500,66
14428,I am not against death penalty.,108,500,66
14429,Death penalty can be one of the deterrent.,108,500,66
14430,You seldom talks about these kind of topic in daily life.,108,500,66
14431,They do some medical change.,108,914,66
14432,If I love someone and he is AIDS.,108,914,5
14433,Probably I'm gonna against..,108,914,70
14434,They say they have children...,108,914,70
14435,Homosexuality is usually developed by education or environment.,108,914,70
14436,Do you discriminate against gays?,108,914,83
14437,There are some case of lesbian in San Francisco.,108,914,83
14438,It's impossible for me to get married to the same gender.,108,914,83
14439,They grown up watching their mom.,108,914,70
14440,I think the society something bad happen.,108,914,5
14441,Even though they the same sex- what is the problem.,108,914,66
14442,They don't do bad thing for us- for me.,108,914,66
14443,They can't just think about theyselves.,108,914,5
14444,There is people who love only the same sex.,108,914,5
14445,In our group- we tried to give some explanation of our topic.,108,914,122
14446,It's against of nature.,108,914,122
14447,Gay marriages are really criticized by society because it's not common.,108,914,122
14448,Both of them- they have girlfriends-.,108,914,122
14449,Because I'm not really know them- so I don't have more information.,108,914,83
14450,In the past- we need more labors to work in the society.,108,914,83
14451,It's a kind of capitalization.,108,914,83
14452,All of the family member work in a factory.,108,914,83
14453,Homosexualism is related to their advance and theory.,108,914,83
14454,Gay marriage has disappointment for a lot of people.,108,914,5
14455,This phenomenon issue.,108,914,5
14456,The children faces some problem in the future.,108,914,5
